customerid,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,cluster
1747,64,Female,32,10,7,21,Standard,Quarterly,338,15,1,2
1750,44,Female,51,25,6,17,Standard,Quarterly,849,13,1,2
1751,50,Female,32,17,3,25,Premium,Monthly,727,21,1,2
1764,44,Male,16,2,4,30,Basic,Annual,115,27,1,1
1769,30,Female,30,19,6,16,Premium,Annual,937,24,1,1
1774,62,Female,39,8,7,18,Standard,Monthly,693,18,1,2
1775,49,Male,35,26,8,23,Standard,Annual,248,28,1,1
1776,38,Male,34,17,8,29,Basic,Annual,124,14,1,1
1777,61,Female,20,5,7,3,Standard,Annual,932,13,1,1
1778,61,Female,48,2,8,15,Basic,Monthly,846,19,1,0
1788,21,Female,40,1,10,19,Standard,Annual,978,10,1,1
1790,47,Male,3,1,8,30,Premium,Annual,755,25,1,1
1795,43,Female,22,8,1,23,Basic,Monthly,190,23,1,0
1796,36,Female,2,22,10,24,Basic,Monthly,671,26,1,0
1799,42,Female,7,2,3,28,Standard,Annual,716,27,1,1
1803,35,Female,29,18,5,21,Premium,Annual,467,22,1,1
1805,33,Male,24,21,10,24,Premium,Monthly,120,5,1,2
1806,26,Male,53,30,7,20,Standard,Monthly,746,11,1,0
1807,41,Female,15,10,9,25,Standard,Annual,470,10,1,1
1808,23,Male,27,1,4,4,Basic,Annual,162,18,1,1
1809,38,Female,34,25,2,25,Standard,Monthly,652,9,1,2
1811,57,Male,27,17,7,30,Premium,Quarterly,108,19,1,2
1813,61,Male,42,2,7,4,Premium,Annual,520,6,1,1
1816,53,Male,59,10,9,22,Premium,Quarterly,207,25,1,2
1824,35,Male,58,22,8,19,Standard,Monthly,316,13,1,0
1827,23,Female,2,4,1,27,Basic,Quarterly,419,12,1,0
1828,57,Female,55,24,5,29,Premium,Monthly,189,15,1,2
1832,22,Male,57,23,6,23,Premium,Quarterly,252,1,1,2
1835,45,Male,59,27,9,29,Basic,Annual,513,8,1,1
1836,44,Female,25,13,5,26,Standard,Annual,207,30,1,1
1839,18,Male,49,7,7,25,Basic,Annual,172,12,1,1
1850,40,Male,56,6,5,27,Standard,Quarterly,517,16,1,1
1855,22,Female,29,24,9,19,Basic,Annual,826,18,1,1
1859,21,Female,19,20,8,24,Basic,Monthly,494,9,1,0
1861,41,Male,56,20,7,16,Basic,Quarterly,420,21,1,0
1862,58,Female,5,20,9,24,Basic,Monthly,879,20,1,0
1868,34,Male,27,2,7,17,Basic,Monthly,660,10,1,0
1869,60,Female,49,27,0,28,Basic,Quarterly,288,28,1,0
1870,37,Male,48,2,7,25,Standard,Monthly,703,24,1,0
1873,50,Male,28,24,6,22,Standard,Monthly,487,14,1,0
1874,35,Female,39,16,10,25,Standard,Quarterly,105,27,1,2
1881,52,Female,52,17,10,19,Basic,Annual,653,5,1,1
1883,22,Male,55,20,10,27,Basic,Quarterly,143,15,1,0
1885,42,Female,2,20,9,22,Standard,Monthly,990,5,1,2
1886,37,Female,16,2,9,21,Standard,Monthly,411,26,1,2
1888,43,Female,28,7,10,18,Standard,Annual,126,17,1,1
1896,23,Female,44,24,9,28,Premium,Monthly,174,14,1,2
1898,52,Female,57,11,0,25,Standard,Monthly,865,21,1,2
1901,63,Female,55,15,6,20,Basic,Annual,130,9,1,1
1904,21,Male,46,7,5,17,Standard,Quarterly,470,29,1,1
1907,45,Male,25,16,5,20,Standard,Annual,787,13,1,1
1913,55,Male,49,1,7,25,Standard,Quarterly,413,24,1,1
1917,63,Male,44,21,10,23,Standard,Annual,230,12,1,1
1922,61,Male,50,3,4,6,Premium,Quarterly,476,27,1,2
1923,63,Male,25,29,6,16,Premium,Annual,950,28,1,1
1924,19,Female,40,16,3,29,Premium,Monthly,970,23,1,2
1928,18,Female,59,12,8,16,Standard,Quarterly,290,16,1,2
1931,47,Male,26,17,9,28,Basic,Quarterly,612,17,1,0
1934,58,Male,7,5,5,9,Basic,Monthly,287,16,1,0
1938,49,Male,54,25,5,26,Standard,Annual,819,14,1,1
1940,61,Female,11,1,4,4,Basic,Quarterly,746,17,1,0
1947,18,Male,44,7,7,24,Standard,Annual,966,3,1,1
1949,40,Male,56,16,9,23,Premium,Quarterly,658,5,1,2
1954,20,Female,11,11,3,25,Standard,Annual,351,22,1,1
1955,49,Female,42,23,7,19,Standard,Monthly,261,10,1,2
1958,39,Female,32,24,5,20,Standard,Quarterly,136,6,1,2
1979,26,Female,29,5,8,16,Basic,Annual,463,22,1,1
1983,62,Female,25,2,5,7,Premium,Quarterly,216,29,1,2
1984,36,Female,7,7,5,28,Premium,Monthly,579,13,1,2
1987,59,Female,2,12,3,30,Premium,Quarterly,233,7,1,2
1989,18,Female,8,23,2,26,Standard,Quarterly,273,23,1,2
1991,47,Male,54,6,9,23,Premium,Monthly,435,9,1,2
2007,58,Female,17,30,6,27,Basic,Monthly,595,18,1,0
2010,37,Female,3,5,1,22,Basic,Monthly,321,18,1,0
2011,40,Female,25,23,8,27,Basic,Annual,474,12,1,1
2012,26,Male,28,30,6,22,Premium,Quarterly,663,23,1,2
2013,20,Female,38,19,10,16,Premium,Annual,260,24,1,1
2015,46,Male,37,21,9,19,Standard,Quarterly,892,18,1,1
2021,28,Female,41,1,0,23,Premium,Annual,486,15,1,1
2024,36,Female,6,5,10,27,Basic,Quarterly,131,4,1,0
2027,38,Female,6,19,6,24,Standard,Monthly,159,10,1,2
2031,31,Female,11,16,1,23,Basic,Monthly,628,19,1,0
2034,53,Female,43,14,8,21,Standard,Monthly,886,21,1,2
2036,65,Male,51,3,9,13,Basic,Quarterly,669,16,1,0
2037,39,Male,29,10,6,20,Premium,Quarterly,732,9,1,2
2039,60,Male,19,1,5,10,Premium,Annual,409,14,1,1
2042,54,Male,24,1,6,30,Premium,Monthly,430,27,1,2
2043,34,Female,25,1,10,26,Basic,Annual,879,20,1,1
2049,21,Male,30,15,8,17,Standard,Annual,880,21,1,1
2052,63,Female,44,4,10,8,Basic,Monthly,139,4,1,0
2057,35,Female,43,7,0,28,Standard,Monthly,852,19,1,2
2061,57,Female,2,26,10,27,Basic,Monthly,973,6,1,0
2062,48,Female,44,25,0,22,Standard,Monthly,223,1,1,2
2065,18,Female,25,11,10,21,Standard,Monthly,190,20,1,2
2071,43,Male,57,24,7,22,Basic,Annual,955,3,1,1
2079,44,Female,4,11,9,23,Standard,Monthly,574,25,1,2
2083,64,Female,46,13,5,26,Basic,Monthly,945,4,1,0
2084,64,Female,40,21,3,24,Basic,Monthly,294,10,1,0
2085,63,Female,55,30,9,29,Premium,Quarterly,710,18,1,2
2090,62,Female,60,27,8,29,Basic,Quarterly,255,28,1,0
2094,45,Female,35,23,6,16,Standard,Quarterly,638,11,1,2
2095,35,Female,16,30,9,28,Basic,Monthly,207,23,1,0
2097,27,Male,51,7,5,21,Basic,Quarterly,652,16,1,0
2098,55,Male,36,21,5,18,Premium,Annual,773,13,1,1
2110,53,Female,41,24,6,26,Basic,Quarterly,195,3,1,0
2112,26,Female,55,24,6,18,Basic,Monthly,832,2,1,0
2113,52,Female,24,6,9,25,Basic,Annual,939,2,1,1
2114,54,Male,35,11,5,17,Standard,Quarterly,932,16,1,1
2117,26,Female,13,25,5,25,Standard,Monthly,195,17,1,2
2118,64,Female,53,12,10,26,Basic,Monthly,906,24,1,0
2120,43,Female,37,28,4,26,Premium,Annual,492,15,1,1
2126,30,Male,28,22,10,18,Premium,Annual,678,8,1,1
2128,50,Female,5,15,6,25,Basic,Monthly,161,6,1,0
2135,30,Male,52,12,5,16,Premium,Quarterly,670,24,1,2
2138,45,Male,26,25,9,30,Premium,Quarterly,238,2,1,2
2150,36,Female,53,13,8,27,Premium,Monthly,615,26,1,2
2152,32,Female,39,20,7,23,Basic,Monthly,228,26,1,0
2155,60,Female,15,5,5,22,Basic,Annual,724,19,1,1
2165,57,Female,17,2,7,21,Standard,Annual,446,18,1,1
2172,25,Female,53,3,6,28,Basic,Monthly,609,25,1,0
2175,65,Female,2,19,9,22,Standard,Monthly,142,4,1,2
2179,29,Female,31,1,6,27,Basic,Annual,424,28,1,1
2182,37,Female,32,23,9,22,Basic,Monthly,208,9,1,0
2189,46,Female,17,21,6,22,Premium,Monthly,377,5,1,2
2195,39,Female,52,17,8,27,Premium,Annual,325,9,1,1
2200,42,Female,34,10,4,30,Standard,Monthly,190,12,1,2
2202,56,Female,5,19,7,30,Premium,Monthly,467,20,1,2
2203,22,Male,45,11,5,23,Basic,Annual,988,6,1,1
2205,54,Male,38,14,8,19,Standard,Quarterly,391,7,1,1
2206,28,Female,41,22,7,16,Standard,Quarterly,774,4,1,2
2210,47,Male,33,19,7,20,Premium,Annual,927,6,1,1
2214,50,Female,29,11,3,25,Premium,Quarterly,332,27,1,2
2216,32,Female,33,11,10,27,Standard,Monthly,577,6,1,2
2222,65,Male,48,25,7,29,Premium,Annual,661,9,1,1
2223,60,Female,49,2,8,18,Premium,Monthly,938,25,1,2
2225,44,Female,22,19,6,26,Standard,Annual,485,15,1,1
2226,57,Female,24,17,5,22,Premium,Annual,756,6,1,1
2232,38,Female,39,3,3,27,Premium,Monthly,160,11,1,2
2234,59,Male,53,10,5,22,Standard,Annual,129,28,1,1
2236,50,Male,36,28,8,22,Basic,Quarterly,503,13,1,0
2242,54,Male,46,1,7,27,Standard,Annual,421,18,1,1
2244,64,Male,48,14,9,28,Basic,Quarterly,266,23,1,0
2246,65,Male,48,5,10,27,Premium,Quarterly,243,27,1,2
2250,22,Male,26,16,8,26,Premium,Monthly,828,21,1,2
2252,53,Male,26,3,6,18,Premium,Monthly,243,15,1,2
2254,31,Female,45,18,1,26,Basic,Quarterly,228,13,1,0
2258,18,Male,34,25,8,21,Premium,Monthly,646,4,1,2
2262,50,Female,52,27,7,18,Premium,Quarterly,997,12,1,2
2266,30,Female,25,12,4,23,Premium,Monthly,532,23,1,2
2273,38,Female,2,25,6,27,Standard,Quarterly,220,22,1,2
2275,18,Male,24,5,8,24,Basic,Quarterly,879,16,1,0
2277,18,Male,46,24,8,29,Premium,Quarterly,967,27,1,2
2278,23,Female,22,13,5,28,Standard,Monthly,594,2,1,2
2287,41,Male,38,4,9,28,Basic,Quarterly,959,7,1,0
2294,36,Male,56,16,9,23,Standard,Monthly,130,25,1,0
2299,57,Male,36,25,5,17,Basic,Quarterly,806,11,1,0
2305,34,Female,55,21,1,23,Standard,Monthly,161,30,1,2
2308,61,Male,57,23,9,17,Premium,Annual,476,18,1,1
2315,34,Female,8,29,6,26,Basic,Quarterly,209,30,1,0
2316,46,Male,55,26,5,29,Basic,Annual,682,26,1,1
2318,19,Female,43,24,5,24,Premium,Quarterly,146,13,1,2
2320,55,Male,52,6,5,27,Standard,Monthly,131,8,1,0
2321,31,Female,30,28,9,27,Premium,Annual,824,17,1,1
2322,25,Male,29,12,9,24,Basic,Quarterly,415,13,1,0
2326,29,Female,29,22,5,28,Premium,Monthly,186,18,1,2
2332,51,Female,20,16,6,29,Basic,Monthly,418,23,1,0
2333,39,Male,33,24,6,16,Standard,Quarterly,171,22,1,1
2341,46,Male,52,12,10,25,Basic,Monthly,260,22,1,0
2349,65,Female,35,4,9,9,Premium,Monthly,455,8,1,2
2354,63,Male,60,15,5,16,Basic,Annual,280,28,1,1
2356,52,Female,35,9,10,21,Basic,Annual,499,23,1,1
2364,51,Male,57,15,6,28,Standard,Monthly,927,11,1,0
2366,65,Male,27,4,10,14,Standard,Monthly,770,6,1,0
2371,45,Male,25,17,10,20,Basic,Quarterly,420,12,1,0
2372,20,Female,4,15,7,23,Standard,Monthly,717,20,1,2
2373,24,Male,29,18,8,26,Premium,Quarterly,658,6,1,2
2374,58,Female,21,1,10,24,Basic,Quarterly,653,23,1,0
2381,32,Female,25,18,9,21,Basic,Quarterly,893,18,1,0
2382,29,Male,32,14,10,17,Basic,Quarterly,613,10,1,0
2385,58,Male,40,14,8,29,Basic,Annual,309,24,1,1
2389,27,Female,19,11,6,26,Basic,Monthly,456,17,1,0
2393,39,Female,53,4,7,16,Standard,Annual,485,19,1,1
2396,35,Female,6,22,2,28,Basic,Annual,461,4,1,1
2397,32,Male,29,29,7,22,Premium,Monthly,363,23,1,2
2399,42,Female,50,14,7,22,Basic,Monthly,482,7,1,0
2400,20,Male,38,20,7,27,Premium,Quarterly,162,17,1,2
2401,32,Female,1,6,2,30,Standard,Monthly,705,24,1,2
2402,64,Male,40,4,8,29,Premium,Annual,131,5,1,1
2407,64,Female,33,7,0,24,Basic,Quarterly,385,16,1,0
2411,45,Female,4,20,10,26,Basic,Monthly,535,17,1,0
2416,23,Female,30,2,10,9,Premium,Annual,179,8,1,1
2417,44,Male,26,3,7,22,Standard,Annual,310,19,1,1
2423,24,Male,26,14,10,21,Standard,Quarterly,967,9,1,1
2429,48,Female,44,5,8,26,Standard,Quarterly,149,29,1,2
2436,22,Male,29,14,5,30,Premium,Annual,736,23,1,1
2438,45,Female,60,24,10,28,Standard,Quarterly,164,24,1,2
2441,24,Female,24,10,0,23,Standard,Annual,434,23,1,1
2446,30,Female,27,20,8,30,Premium,Quarterly,724,3,1,2
2452,48,Female,59,24,4,28,Standard,Monthly,349,2,1,2
2453,62,Male,35,30,6,23,Standard,Monthly,541,3,1,0
2459,26,Female,15,13,4,22,Standard,Monthly,990,14,1,2
2460,59,Female,31,8,5,28,Premium,Monthly,501,30,1,2
2469,49,Female,49,13,8,18,Premium,Annual,782,7,1,1
2473,27,Female,23,22,9,27,Standard,Monthly,434,4,1,2
2479,53,Male,25,10,7,17,Premium,Monthly,882,7,1,2
2486,59,Male,25,1,4,13,Basic,Quarterly,296,14,1,0
2488,54,Female,22,29,2,23,Premium,Annual,310,3,1,1
2492,38,Male,48,11,6,18,Basic,Monthly,655,25,1,0
2495,47,Female,52,27,7,17,Standard,Monthly,414,16,1,2
2497,37,Female,6,2,7,28,Standard,Quarterly,149,26,1,2
2502,20,Female,44,1,6,26,Standard,Quarterly,885,29,1,2
2505,53,Female,31,5,10,2,Premium,Monthly,827,4,1,2
2508,21,Female,16,21,2,26,Premium,Monthly,532,14,1,2
2510,64,Female,46,30,10,18,Premium,Monthly,571,3,1,2
2513,65,Female,48,7,7,27,Basic,Annual,862,23,1,1
2522,55,Female,37,13,10,28,Premium,Annual,340,8,1,1
2527,49,Female,16,8,5,22,Basic,Annual,122,22,1,1
2530,55,Male,38,25,6,17,Basic,Annual,891,11,1,1
2547,27,Male,38,14,10,21,Premium,Annual,307,10,1,1
2550,57,Male,28,6,6,30,Standard,Annual,146,21,1,1
2551,28,Female,39,25,6,23,Premium,Monthly,642,15,1,2
2564,24,Male,33,1,9,30,Premium,Annual,952,11,1,1
2567,44,Female,35,20,0,23,Premium,Monthly,452,24,1,2
2569,24,Female,20,17,7,26,Premium,Monthly,585,9,1,2
2573,53,Male,9,2,8,22,Premium,Annual,102,29,1,1
2574,47,Female,44,4,6,30,Standard,Annual,937,30,1,1
2579,56,Male,55,9,8,17,Basic,Monthly,516,26,1,0
2582,46,Female,54,8,10,20,Basic,Quarterly,197,9,1,0
2589,36,Female,38,29,9,17,Premium,Annual,179,17,1,1
2590,36,Female,13,24,1,22,Standard,Annual,486,23,1,1
2591,35,Female,49,23,6,30,Basic,Quarterly,978,19,1,0
2595,32,Female,16,29,10,28,Basic,Monthly,428,20,1,0
2597,22,Female,52,18,9,20,Standard,Annual,999,15,1,1
2606,55,Male,47,8,10,16,Premium,Quarterly,825,10,1,2
2622,61,Female,57,5,4,29,Standard,Monthly,196,9,1,2
2623,20,Female,27,3,7,29,Basic,Quarterly,946,18,1,0
2624,58,Male,34,22,10,20,Basic,Annual,281,13,1,1
2631,37,Female,31,9,6,21,Basic,Annual,228,4,1,1
2635,22,Female,32,4,0,21,Premium,Quarterly,146,22,1,2
2636,49,Female,52,14,4,28,Standard,Annual,489,14,1,1
2638,35,Female,28,19,2,23,Basic,Monthly,417,15,1,0
2647,24,Male,27,19,5,26,Basic,Quarterly,848,10,1,0
2648,24,Male,42,28,8,29,Basic,Quarterly,745,17,1,0
2650,29,Male,29,4,5,29,Basic,Monthly,416,20,1,0
2656,36,Female,52,28,1,24,Standard,Annual,257,7,1,1
2668,61,Female,42,4,6,10,Standard,Monthly,454,28,1,2
2676,57,Female,44,3,4,14,Basic,Monthly,516,6,1,0
2680,30,Male,41,24,9,16,Basic,Annual,528,23,1,1
2688,36,Male,39,9,9,16,Basic,Quarterly,719,16,1,0
2689,19,Female,36,10,9,21,Premium,Annual,663,16,1,1
2690,39,Male,56,12,9,22,Premium,Quarterly,726,22,1,2
2694,61,Male,26,3,6,21,Standard,Monthly,228,1,1,0
2701,39,Male,46,22,8,23,Basic,Annual,702,30,1,1
2702,33,Male,30,22,5,18,Basic,Monthly,975,1,1,0
2706,65,Female,37,24,7,19,Basic,Annual,588,25,1,1
2713,22,Female,13,3,6,29,Premium,Quarterly,227,21,1,2
2717,21,Male,41,7,7,20,Premium,Annual,366,5,1,1
2727,22,Male,47,13,9,27,Premium,Quarterly,874,7,1,2
2734,19,Female,29,30,2,26,Basic,Monthly,880,1,1,0
2748,59,Female,50,29,6,19,Premium,Annual,762,12,1,1
2757,18,Female,19,10,4,23,Premium,Annual,257,2,1,1
2761,26,Male,37,18,7,29,Premium,Monthly,286,5,1,2
2764,40,Female,44,6,8,21,Standard,Annual,279,16,1,1
2769,55,Male,15,2,9,18,Premium,Quarterly,523,30,1,2
2777,60,Female,46,17,8,28,Premium,Quarterly,208,13,1,2
2780,18,Male,48,4,5,16,Standard,Monthly,552,1,1,0
2783,41,Male,40,4,10,29,Standard,Monthly,531,21,1,0
2784,43,Female,34,5,9,26,Standard,Monthly,264,20,1,2
2785,19,Female,51,25,2,27,Premium,Annual,366,24,1,1
2791,34,Female,48,19,2,22,Basic,Quarterly,430,12,1,0
2795,38,Female,11,20,8,30,Premium,Annual,318,30,1,1
2797,30,Female,8,29,5,26,Basic,Monthly,200,12,1,0
2801,34,Male,55,21,9,28,Standard,Quarterly,787,25,1,1
2802,45,Female,15,26,7,26,Standard,Monthly,363,5,1,2
2805,30,Male,27,13,8,24,Basic,Quarterly,497,6,1,0
2807,36,Female,5,16,1,23,Premium,Monthly,534,3,1,2
2809,56,Female,24,10,0,30,Standard,Monthly,160,5,1,2
2810,21,Female,30,21,7,29,Standard,Quarterly,244,22,1,2
2812,25,Male,44,14,6,22,Basic,Quarterly,461,16,1,0
2815,22,Female,28,18,5,19,Premium,Quarterly,926,9,1,2
2819,29,Female,7,26,8,29,Premium,Annual,312,3,1,1
2820,47,Female,19,17,10,21,Premium,Monthly,497,24,1,2
2830,58,Male,14,2,9,1,Premium,Quarterly,238,30,1,2
2831,60,Female,52,11,5,21,Basic,Quarterly,558,22,1,0
2833,45,Female,32,7,0,22,Basic,Quarterly,347,1,1,0
2836,46,Female,29,12,3,23,Standard,Quarterly,155,28,1,2
2838,58,Male,36,23,9,22,Basic,Monthly,273,8,1,0
2840,33,Male,53,3,6,29,Standard,Quarterly,347,5,1,1
2845,60,Male,8,3,6,25,Premium,Monthly,330,10,1,2
2849,63,Female,51,1,8,16,Standard,Quarterly,196,11,1,2
2850,50,Male,57,15,6,18,Premium,Quarterly,228,5,1,2
2851,65,Female,18,28,9,30,Premium,Monthly,919,7,1,2
2853,64,Female,19,25,2,23,Premium,Annual,380,25,1,1
2865,42,Male,42,27,9,17,Basic,Annual,692,23,1,1
2866,38,Female,32,2,9,21,Basic,Quarterly,794,26,1,0
2869,34,Male,60,27,6,25,Premium,Annual,500,1,1,1
2875,59,Male,12,5,10,28,Premium,Annual,901,15,1,1
2876,45,Male,26,10,9,23,Standard,Quarterly,305,26,1,1
2880,37,Female,33,20,6,18,Basic,Annual,777,6,1,1
2882,55,Female,37,28,5,21,Standard,Monthly,595,30,1,2
2884,39,Male,57,29,7,20,Basic,Annual,124,24,1,1
2885,41,Female,45,17,5,18,Premium,Quarterly,649,26,1,2
2887,24,Female,1,26,9,23,Basic,Monthly,881,21,1,0
2889,39,Female,13,22,2,25,Basic,Annual,132,19,1,1
2892,47,Male,50,18,5,23,Standard,Quarterly,555,21,1,1
2894,62,Male,31,29,5,20,Standard,Monthly,490,6,1,0
2899,65,Female,31,22,8,22,Premium,Monthly,522,12,1,2
2902,61,Male,30,7,9,25,Basic,Monthly,186,3,1,0
2903,40,Female,27,26,8,27,Basic,Monthly,752,17,1,0
2905,62,Female,39,26,1,24,Premium,Monthly,415,11,1,2
2908,31,Female,32,16,10,24,Standard,Annual,919,23,1,1
2911,36,Female,42,18,8,16,Premium,Quarterly,472,28,1,2
2913,29,Female,9,20,10,23,Premium,Monthly,909,19,1,2
2921,18,Female,6,7,8,26,Standard,Annual,151,23,1,1
2924,22,Male,45,20,7,29,Basic,Quarterly,314,12,1,0
2925,36,Male,39,27,5,27,Standard,Monthly,968,19,1,0
2930,62,Female,48,21,3,26,Standard,Monthly,643,17,1,2
2931,33,Male,52,23,9,22,Basic,Monthly,992,22,1,0
2932,26,Female,43,15,9,24,Premium,Monthly,234,4,1,2
2934,40,Female,49,12,1,24,Basic,Monthly,800,18,1,0
2938,58,Female,19,15,8,27,Standard,Monthly,353,12,1,2
2942,27,Female,56,8,6,16,Premium,Quarterly,125,22,1,2
2951,23,Female,17,26,4,30,Standard,Monthly,892,26,1,2
2952,19,Female,54,26,10,21,Standard,Annual,191,19,1,1
2953,43,Female,44,7,8,19,Standard,Monthly,668,28,1,2
2955,27,Female,32,11,4,27,Standard,Annual,143,7,1,1
2956,25,Female,35,2,9,13,Basic,Annual,179,24,1,1
2966,44,Female,41,13,5,27,Standard,Monthly,411,2,1,2
2967,57,Female,59,14,6,18,Basic,Monthly,409,25,1,0
2971,43,Female,41,2,6,18,Premium,Quarterly,653,27,1,2
2974,34,Female,46,25,2,21,Basic,Quarterly,376,4,1,0
2977,24,Female,48,21,7,28,Premium,Monthly,117,27,1,2
2978,45,Male,52,17,10,16,Standard,Quarterly,998,13,1,1
2986,36,Male,46,1,2,27,Basic,Annual,203,2,1,1
2987,61,Female,39,30,7,23,Basic,Quarterly,497,25,1,0
2991,33,Female,51,26,3,26,Premium,Annual,492,2,1,1
2994,39,Female,36,19,6,22,Premium,Quarterly,367,5,1,2
2996,47,Female,25,3,7,16,Premium,Quarterly,850,24,1,2
2998,64,Female,5,1,1,16,Basic,Quarterly,300,10,1,0
3001,20,Female,37,19,2,27,Standard,Monthly,307,27,1,2
3002,42,Female,47,25,8,18,Standard,Monthly,273,20,1,2
3007,47,Female,39,12,9,26,Basic,Annual,813,19,1,1
3008,62,Female,33,28,0,29,Premium,Monthly,277,11,1,2
3009,38,Female,41,7,0,30,Premium,Quarterly,230,12,1,2
3010,49,Female,49,13,5,17,Basic,Annual,896,1,1,1
3014,27,Female,33,26,3,21,Premium,Annual,391,12,1,1
3017,22,Male,38,12,6,22,Standard,Annual,825,18,1,1
3019,62,Female,54,22,7,30,Standard,Monthly,756,5,1,2
3020,52,Male,60,26,7,16,Standard,Quarterly,572,11,1,1
3022,25,Female,59,21,10,19,Basic,Annual,519,5,1,1
3026,19,Male,45,21,5,23,Premium,Annual,458,10,1,1
3027,28,Male,60,6,9,26,Basic,Quarterly,295,25,1,0
3033,20,Female,59,4,9,24,Basic,Quarterly,269,2,1,0
3040,48,Female,52,15,0,22,Premium,Monthly,643,22,1,2
3042,54,Female,33,23,3,29,Premium,Annual,129,26,1,1
3044,37,Female,29,22,7,28,Basic,Monthly,207,28,1,0
3055,23,Female,24,28,9,18,Standard,Quarterly,715,25,1,2
3056,64,Female,47,5,4,19,Premium,Annual,885,24,1,1
3057,61,Female,29,8,6,25,Basic,Monthly,657,17,1,0
3061,20,Male,59,23,9,24,Standard,Quarterly,339,19,1,1
3068,18,Female,58,12,4,23,Standard,Monthly,641,13,1,2
3071,59,Female,30,20,10,24,Standard,Monthly,495,21,1,2
3074,45,Male,57,16,6,16,Premium,Quarterly,661,16,1,2
3082,26,Female,35,2,9,22,Basic,Quarterly,469,16,1,0
3084,55,Female,8,28,4,27,Premium,Monthly,356,5,1,2
3088,37,Female,38,14,10,16,Basic,Quarterly,169,19,1,0
3094,32,Female,1,10,0,22,Basic,Annual,474,19,1,1
3096,30,Male,30,17,8,18,Basic,Quarterly,208,10,1,0
3097,45,Female,34,16,8,16,Basic,Annual,925,13,1,1
3098,34,Female,45,21,6,26,Basic,Annual,779,28,1,1
3102,64,Male,29,28,7,17,Basic,Quarterly,420,25,1,0
3106,38,Female,57,6,3,26,Standard,Annual,108,12,1,1
3107,55,Female,38,18,10,29,Basic,Quarterly,781,9,1,0
3112,30,Female,44,29,10,18,Premium,Annual,828,10,1,1
3124,54,Male,38,4,8,27,Premium,Monthly,602,4,1,2
3127,21,Female,19,25,5,27,Premium,Monthly,931,17,1,2
3129,39,Male,58,7,7,27,Standard,Monthly,432,6,1,0
3131,40,Female,5,29,8,28,Standard,Monthly,602,15,1,2
3143,61,Female,60,2,8,7,Premium,Quarterly,350,1,1,2
3147,19,Female,46,18,10,20,Premium,Annual,162,18,1,1
3148,36,Female,30,5,7,17,Basic,Monthly,124,29,1,0
3150,58,Female,19,5,4,17,Premium,Annual,233,10,1,1
3151,61,Male,37,6,5,19,Premium,Annual,954,25,1,1
3167,64,Male,42,12,9,22,Standard,Monthly,813,26,1,0
3168,36,Male,48,25,9,27,Standard,Annual,973,1,1,1
3172,22,Male,53,11,5,16,Standard,Quarterly,411,22,1,1
3175,41,Male,7,1,2,19,Premium,Annual,675,30,1,1
3177,40,Female,41,21,8,26,Premium,Monthly,695,7,1,2
3181,41,Female,14,28,1,24,Standard,Annual,164,5,1,1
3183,53,Female,32,29,9,22,Basic,Annual,447,28,1,1
3194,25,Female,13,27,1,22,Standard,Monthly,354,5,1,2
3204,25,Female,13,9,8,30,Standard,Monthly,390,13,1,2
3206,52,Female,9,13,4,26,Basic,Quarterly,118,9,1,0
3209,54,Male,44,3,6,0,Premium,Monthly,241,17,1,2
3212,47,Male,33,12,7,29,Basic,Monthly,974,1,1,0
3219,28,Male,34,13,5,27,Premium,Quarterly,213,26,1,2
3221,65,Female,27,14,6,22,Standard,Monthly,668,20,1,2
3225,58,Male,47,20,6,24,Basic,Monthly,328,6,1,0
3236,48,Female,50,2,2,12,Premium,Annual,173,10,1,1
3239,63,Female,34,3,10,11,Standard,Quarterly,797,20,1,2
3240,52,Male,47,28,6,30,Standard,Monthly,743,20,1,0
3243,35,Male,25,25,7,22,Standard,Quarterly,785,29,1,1
3244,63,Male,31,20,9,17,Basic,Quarterly,242,12,1,0
3245,22,Female,32,28,9,26,Basic,Monthly,359,25,1,0
3248,46,Male,1,1,6,23,Basic,Quarterly,110,13,1,0
3252,42,Female,32,8,2,27,Basic,Quarterly,485,1,1,0
3253,24,Female,46,13,4,25,Standard,Annual,122,3,1,1
3263,49,Female,1,28,6,30,Standard,Annual,370,19,1,1
3268,56,Female,60,13,10,23,Basic,Monthly,346,3,1,0
3270,32,Female,2,10,7,25,Basic,Monthly,818,11,1,0
3273,36,Male,26,23,8,27,Basic,Quarterly,216,25,1,0
3281,45,Female,46,18,5,20,Basic,Annual,473,22,1,1
3284,53,Female,54,13,5,26,Standard,Quarterly,603,7,1,2
3285,55,Female,59,9,7,24,Premium,Monthly,646,10,1,2
3291,21,Female,26,13,9,28,Basic,Annual,524,2,1,1
3292,51,Male,35,21,10,26,Basic,Monthly,956,24,1,0
3294,57,Female,51,1,9,0,Basic,Quarterly,476,22,1,0
3295,62,Male,54,22,9,23,Standard,Quarterly,999,9,1,1
3296,21,Female,22,14,4,21,Basic,Quarterly,487,16,1,0
3298,20,Female,51,12,3,28,Basic,Monthly,829,17,1,0
3299,31,Female,24,6,9,18,Standard,Quarterly,190,1,1,2
3300,54,Female,55,24,7,16,Standard,Annual,665,17,1,1
